time;frequency
4.821;482.6
4.8239;479.82
4.8268;477.06
4.8298;474.31
4.8327;468.86
4.8356;463.48
4.8385;458.16
4.8414;447.69
4.8443;445.11
4.8472;447.69
4.8501;450.28
4.853;452.89
4.8559;458.16
4.8588;452.89
4.8617;445.11
4.8646;442.55
4.8675;442.55
4.8704;442.55
4.8733;452.89
4.8762;452.89
4.8791;460.81
4.882;468.86
4.8849;468.86
4.8878;468.86
4.8907;458.16
4.8936;460.81
4.8965;466.16
4.8994;477.06
4.9023;482.6
4.9052;485.4
4.9081;493.88
4.911;502.52
4.9139;502.52
4.9168;508.36
4.9197;511.3
4.9226;511.3
4.9255;514.26
4.9284;520.24
4.9313;520.24
4.9342;526.28
4.9371;529.33
4.94;532.4
4.9429;529.33
4.9459;532.4
4.9488;538.58
4.9517;538.58
4.9546;538.58
4.9575;535.48
4.9604;535.48
4.9633;532.4
4.9662;529.33
4.9691;523.25
4.972;526.28
4.9749;529.33
4.9778;529.33
4.9807;526.28
4.9836;523.25
4.9865;523.25
4.9894;520.24
4.9923;514.26
4.9952;508.36
4.9981;499.62
5.001;493.88
5.0039;482.6
5.0068;474.31
5.0097;471.58
5.0126;471.58
5.0155;471.58
5.0184;466.16
5.0213;460.81
5.0242;458.16
5.0271;455.52
5.03;455.52
5.0329;455.52
5.0358;452.89
5.0387;450.28
5.0416;447.69
5.0445;447.69
5.0474;450.28
5.0503;458.16
5.0532;460.81
5.0561;466.16
5.059;468.86
5.062;466.16
5.0649;466.16
5.0678;463.48
5.0707;460.81
5.0736;466.16
5.0765;477.06
5.0794;488.21
5.0823;499.62
5.0852;511.3
5.0881;523.25
5.091;535.48
5.0939;548
5.0968;551.17
5.0997;557.58
5.1026;544.84
5.1055;557.58
5.1084;0
5.1113;0
5.1142;0
5.1171;0
5.12;0
5.1229;0
5.1258;0
5.1287;0
5.1316;0
5.1345;0
5.1374;0
5.1403;0
5.1432;0
5.1461;0
5.149;0
5.1519;0
5.1548;0
5.1577;0
5.1606;0
5.1635;0
5.1664;0
5.1693;0
5.1722;0
5.1751;0
5.178;0
5.181;0
5.1839;0
5.1868;0
5.1897;0
5.1926;0
5.1955;0
5.1984;0
5.2013;0
5.2042;0
5.2071;0
5.21;0
5.2129;0
5.2158;0
5.2187;0
5.2216;0
5.2245;0
5.2274;0
5.2303;0
5.2332;0
5.2361;0
5.239;0
5.2419;0
5.2448;0
5.2477;0
5.2506;0
5.2535;0
5.2564;0
5.2593;0
5.2622;0
5.2651;0
5.268;0
5.2709;0
5.2738;0
5.2767;0
5.2796;0
5.2825;0
5.2854;0
5.2883;0
5.2912;0
5.2941;0
5.2971;0
5.3;0
5.3029;0
5.3058;0
5.3087;0
5.3116;0
5.3145;0
5.3174;0
5.3203;0
5.3232;0
5.3261;0
5.329;0
5.3319;0
5.3348;0
5.3377;0
5.3406;0
5.3435;0
5.3464;0
5.3493;0
5.3522;0
5.3551;0
5.358;0
5.3609;0
5.3638;0
5.3667;0
5.3696;0
5.3725;0
5.3754;0
5.3783;0
5.3812;0
5.3841;0
5.387;0
5.3899;0
5.3928;0
5.3957;0
5.3986;0
5.4015;0
5.4044;0
5.4073;0
5.4102;0
5.4132;0
5.4161;0
5.419;0
5.4219;0
5.4248;0
5.4277;0
5.4306;0
5.4335;0
5.4364;0
5.4393;0
5.4422;0
5.4451;0
5.448;0
5.4509;0
5.4538;0
5.4567;0
5.4596;0
5.4625;0
5.4654;0
5.4683;0
5.4712;0
5.4741;0
5.477;0
5.4799;0
